Age,NumberOfDependents,EducationLevel,MaritalStatus,HomeOwnership,ResidencyYears,State,NumberOfDependentsUnder18,EmploymentStatus,EmploymentLengthYears,EmployerType,JobCategory,AnnualIncome,MonthlyGrossIncome,SecondaryMonthlyIncome,TotalMonthlyIncome,IncomeVerified,YearsAtCurrentEmployer,SavingsBalance,CheckingBalance,InvestmentPortfolioValue,PropertyValue,VehicleValue,TotalAssets,MortgageOutstandingBalance,AutoLoanOutstandingBalance,StudentLoanOutstandingBalance,CreditHistoryLengthMonths,NumberOfOpenAccounts,NumberOfCreditCards,TotalCreditLimit,RevolvingUtilizationRate,NumberOfLatePayments30Days,NumberOfLatePayments60Days,NumberOfLatePayments90Days,NumberOfChargeOffs,NumberOfCollections,NumberOfBankruptcies,NumberOfPublicRecords,NumberOfHardInquiries12Mo,NumberOfHardInquiries24Mo,OldestAccountAgeMonths,AverageAccountAgeMonths,NumberOfSatisfactoryAccounts,DebtToIncomeRatio,RequestedLoanAmount,LoanPurpose,RequestedTermMonths,HasCoApplicant,CollateralType,CollateralValue,LoanToIncomeRatio,MonthlyPaymentEstimate,PaymentToIncomeRatio,PreviousLoanWithBank,RiskTier,InterestRate
37,1,No Diploma,Single,Living with Family,13.4,Southwest,0,Retired,4.1,Government,Professional,30979.29,9412.27,,9412.27,0,3.6,6216.02,5382.19,,,10369.29,38915.38,,,,18.0,3,2,20734.63,0.2487,0,0,0,0,0,0.0,0.0,2.0,3,136,96,1,0.1852,13100.0,Medical,60,0,None,,0.4229,1684.68,0.179,0,1,6.41
33,1,Bachelor,Divorced,Mortgage,6.2,Great Plains,1,Full-Time,1.9,Corporate,Service,56049.48,27438.27,0.0,27438.27,1,0.7,12019.79,4973.63,,0.0,,16993.42,0.0,0.0,7760.43,185.0,4,2,21542.34,0.0493,0,0,0,0,0,0.0,0.0,0.0,3,369,285,2,0.1088,27300.0,Education,24,0,Property,1805.8,0.4871,963.09,0.0351,0,2,7.72
48,0,Master,Married,Mortgage,3.8,Southwest,0,Full-Time,22.9,Government,Professional,127573.38,50000.0,916.81,50916.81,1,7.7,12389.79,1350.72,36809.61,220858.66,,310085.72,0.0,,,160.0,8,2,37354.65,0.5177,1,0,0,0,0,0.0,0.0,4.0,4,175,138,7,0.3236,31800.0,Personal,36,1,None,,0.2493,536.82,0.0105,0,3,8.06
45,0,Bachelor,Single,Living with Family,6.0,Great Plains,0,Full-Time,2.9,Corporate,Service,73406.47,13193.42,0.0,13193.42,1,0.9,9815.7,5299.05,,,0.0,15114.75,,0.0,,549.0,9,2,85578.29,0.3168,0,0,0,0,0,0.0,0.0,3.0,4,549,306,8,0.3635,11600.0,Home Improvement,36,0,Other,27715.24,0.158,174.96,0.0133,0,0,7.99
32,0,Master,Divorced,Own,6.0,Mountain West,0,Unemployed,1.0,Self,Manual,93419.69,31046.17,0.0,31046.17,1,0.5,4378.04,1447.65,8792.45,495172.58,0.0,509790.72,0.0,,,302.0,8,2,57347.08,0.5902,0,0,0,0,1,0.0,0.0,0.0,0,310,242,6,0.3259,19900.0,Debt Consolidation,36,1,None,0.0,0.213,636.61,0.0205,0,3,6.21
39,0,HS Diploma,Married,Mortgage,5.8,Northeast,0,Full-Time,5.7,Corporate,Professional,37468.15,24557.74,4185.09,28742.83,0,3.0,17222.0,8271.98,0.0,0.0,0.0,25493.98,128553.16,,0.0,80.0,4,2,19037.43,0.3717,0,0,0,0,0,0.0,0.0,1.0,1,194,142,3,0.2794,6600.0,Auto,36,0,Other,15948.73,0.1761,590.46,0.0205,0,1,4.99
35,1,Master,Single,Rent,2.6,Mountain West,0,Full-Time,0.5,Corporate,Manual,39799.89,6383.43,0.0,6383.43,1,0.2,10733.54,26699.99,,,,66119.74,,11220.44,,456.0,10,2,33307.36,0.6256,0,0,0,0,0,0.0,0.0,2.0,2,456,230,9,0.4527,38700.0,Education,60,0,Other,50306.12,0.9724,856.5,0.1342,1,3,8.43
21,2,Some College,Divorced,Mortgage,0.3,Mid-Atlantic,0,Self-Employed,0.1,SME,Management,21202.62,11819.6,3241.05,15060.65,0,0.0,1099.08,431.68,0.0,164885.37,6617.69,173033.82,247303.83,0.0,0.0,56.0,8,2,26433.63,0.4099,1,1,0,0,0,0.0,2.0,3.0,4,66,23,6,0.558,54700.0,Debt Consolidation,36,0,None,,2.5799,1432.84,0.0951,0,4,6.94
43,1,Master,Single,Own,4.3,Southeast,1,Full-Time,,Government,Sales,30710.54,23397.68,1212.07,24609.75,0,2.8,4208.14,733.3,,,,246315.1,0.0,0.0,,438.0,11,3,11483.81,0.4913,1,0,0,0,0,0.0,0.0,2.0,3,438,161,11,0.1862,3700.0,Personal,36,0,None,,0.1205,315.78,0.0128,0,1,5.05
35,0,Bachelor,Married,Mortgage,2.1,Mid-Atlantic,0,Full-Time,5.0,Self,Service,125543.97,37325.81,0.0,37325.81,1,2.4,10013.87,17301.21,,85429.95,17266.14,130011.17,,0.0,0.0,357.0,8,6,45872.88,0.0984,0,0,0,0,0,0.0,0.0,0.0,2,364,273,3,0.1872,30900.0,Home Improvement,60,0,None,,0.2461,1398.32,0.0375,0,2,4.99
50,1,Some College,Married,Rent,2.7,Southeast,1,Full-Time,6.2,Corporate,Sales,102349.63,14054.1,,14529.72,1,5.3,8182.77,5723.37,69338.05,,25212.4,108456.59,0.0,0.0,,549.0,16,5,149991.58,0.2871,0,0,0,0,0,0.0,0.0,,2,549,175,11,0.0549,62200.0,Auto,36,1,Savings Account,43298.55,0.6077,1085.97,0.0747,1,0,5.42
40,1,HS Diploma,Married,Mortgage,6.3,Northwest,0,Unemployed,3.5,SME,Management,25730.98,8325.3,,8325.3,1,3.5,320.31,2637.04,,293311.29,41649.78,483216.31,,0.0,,227.0,11,4,15638.54,0.5979,3,0,0,1,0,0.0,0.0,1.0,1,227,90,10,0.1839,32500.0,Debt Consolidation,36,0,None,,1.2631,734.28,0.0882,0,4,8.97
28,2,Some College,Married,Rent,3.6,Mountain West,0,Full-Time,0.4,Government,Manual,137250.59,50000.0,0.0,50000.0,1,0.3,14787.55,6489.37,186685.96,,,207962.88,,9296.62,,37.0,10,4,52783.08,0.3696,1,1,0,0,0,0.0,1.0,2.0,4,37,11,5,0.2984,9200.0,Auto,24,1,None,,0.067,354.34,0.0071,0,2,4.99
40,0,Master,Married,Rent,2.7,Southeast,0,Full-Time,2.9,SME,Technical,48257.31,9801.63,,9801.63,1,0.2,22674.56,1288.34,,,47130.31,71093.21,,15512.64,0.0,485.0,12,4,51129.69,0.1051,0,0,0,0,0,0.0,5.0,1.0,5,485,159,10,0.294,14600.0,Home Improvement,36,0,Vehicle,19913.12,0.3025,728.38,0.0743,0,2,9.66
43,1,Some College,Single,Rent,1.3,Northwest,1,Full-Time,0.2,SME,Service,59913.5,18959.13,,18959.13,1,0.1,16338.0,5133.43,,,,29019.88,0.0,,,505.0,7,4,11692.79,,0,0,0,0,0,0.0,0.0,1.0,3,560,366,7,0.6188,34400.0,Education,36,0,Vehicle,1414.91,0.5742,728.71,0.0384,1,2,4.99
46,1,Bachelor,Married,Rent,0.7,Southeast,1,Full-Time,3.3,Non-Profit,Management,68307.6,12759.1,,14494.53,1,1.2,48133.38,10287.86,32162.43,,39535.24,130118.91,,16168.76,,434.0,7,4,15069.47,0.4603,1,0,0,0,0,0.0,1.0,3.0,4,527,373,6,0.39,34600.0,Education,36,0,None,0.0,0.5065,318.15,0.0219,1,2,7.83
40,2,Some College,Divorced,Rent,2.7,Northwest,0,Part-Time,18.0,Corporate,Service,34300.35,30740.03,1328.84,32068.87,1,10.7,3145.85,1919.93,,,0.0,5065.78,0.0,0.0,0.0,43.0,4,1,33858.82,0.589,2,0,0,0,0,0.0,0.0,4.0,8,219,143,2,0.111,22100.0,Medical,60,0,Vehicle,0.0,0.6443,1627.46,0.0507,1,3,6.15
49,0,HS Diploma,Single,Rent,7.8,Northwest,0,Full-Time,15.9,SME,Professional,37099.78,14599.38,0.0,14599.38,1,9.9,1286.58,4245.57,0.0,,,31410.5,0.0,10175.63,,333.0,8,4,27686.14,0.0648,0,0,0,0,0,0.0,0.0,1.0,4,400,184,5,0.1824,13400.0,Business,60,0,Property,0.0,0.3612,925.12,0.0634,1,2,4.99
54,1,HS Diploma,Single,Living with Family,25.5,Great Plains,0,Full-Time,24.1,Corporate,Management,56615.29,23468.27,1708.53,25176.8,1,18.7,30710.18,1451.86,50857.43,0.0,17681.13,100700.6,,22133.47,,195.0,7,4,15912.86,0.4949,0,0,0,0,0,0.0,0.0,2.0,2,199,121,5,0.1376,10900.0,Home Improvement,24,0,Savings Account,,0.1925,363.18,0.0144,0,0,4.99
45,0,Some College,Married,Rent,5.4,Alaska/Hawaii,0,Full-Time,2.0,SME,Manual,97154.2,26995.84,1237.27,28233.11,1,2.0,3383.13,17730.47,55622.17,,18608.25,95344.02,,10825.85,,233.0,5,2,42106.54,,0,0,0,0,0,0.0,0.0,0.0,0,343,244,3,0.4562,21700.0,Other,48,0,None,,0.2234,605.1,0.0214,0,1,4.99
50,0,Some College,Married,Rent,3.1,Southwest,0,Full-Time,22.4,Non-Profit,Professional,15000.0,11335.16,,11335.16,0,9.8,1294.27,2074.32,,,17342.51,20711.1,,0.0,,208.0,5,1,5912.28,0.5697,2,1,1,0,0,0.0,0.0,0.0,0,398,265,5,0.3688,8600.0,Auto,48,0,None,,0.5733,2683.22,0.2367,0,4,7.02
53,0,Bachelor,Married,Rent,3.0,Alaska/Hawaii,0,Unemployed,,Corporate,Technical,110075.84,35030.3,0.0,35030.3,1,1.6,8013.11,9600.93,,,,189544.36,,5269.05,,397.0,6,1,47652.89,0.3414,0,0,0,0,0,0.0,0.0,1.0,2,486,324,6,0.3397,4300.0,Personal,48,0,None,,0.0391,223.84,0.0064,0,0,9.09
64,0,Some College,Divorced,Mortgage,4.5,Mid-Atlantic,0,Unemployed,4.7,SME,Sales,55158.9,11898.49,0.0,11898.49,0,2.6,12517.52,6295.12,22986.52,146537.31,,268336.47,112730.07,15338.32,,563.0,6,2,28986.72,0.3345,0,0,0,0,0,0.0,0.0,0.0,0,587,381,5,0.1693,24600.0,Debt Consolidation,36,0,Savings Account,,0.446,594.32,0.0499,0,1,7.53
43,0,Some College,Married,Rent,12.5,Alaska/Hawaii,0,Full-Time,1.0,Self,Service,87702.27,49123.64,1002.84,50126.48,1,0.4,19842.38,6446.01,8009.05,,0.0,34297.44,,0.0,,342.0,8,2,82277.26,0.3143,2,0,0,0,0,0.0,0.0,0.0,1,499,278,5,0.2487,7500.0,Debt Consolidation,36,0,None,,0.0855,444.84,0.0089,0,2,4.99
50,3,Bachelor,Single,Own,21.8,Southwest,3,Unemployed,6.5,SME,Management,105090.16,20776.65,0.0,20776.65,1,3.1,19922.25,17224.29,38263.03,290681.8,,374692.55,0.0,,,224.0,8,2,55252.4,0.3716,0,0,0,1,1,0.0,0.0,0.0,0,224,68,7,0.3822,25800.0,Debt Consolidation,60,0,None,,0.2455,940.17,0.0453,1,4,9.26
63,1,Master,Married,Mortgage,11.3,Mountain West,0,Full-Time,,SME,Professional,260798.63,32461.93,,32461.93,1,5.1,8151.16,16603.84,127120.74,0.0,0.0,151875.74,,4017.43,,390.0,5,1,,0.4282,0,0,0,0,1,0.0,0.0,3.0,3,590,380,2,0.2355,16400.0,Home Improvement,36,0,None,0.0,0.0629,499.53,0.0154,1,4,7.62
49,2,HS Diploma,Single,Mortgage,15.6,Mountain West,1,Part-Time,1.4,Corporate,Service,77039.74,47176.26,0.0,47176.26,1,1.4,85124.27,7533.88,5572.68,0.0,,114318.6,0.0,10057.06,,431.0,9,2,200000.0,0.7658,1,1,0,0,0,0.0,0.0,2.0,2,431,235,6,0.3751,26700.0,Business,24,0,Property,,0.3466,424.57,0.009,0,4,5.19
69,2,HS Diploma,Married,Mortgage,2.7,Great Plains,2,Full-Time,24.7,Corporate,Professional,81939.47,17856.7,,17856.7,1,14.7,5311.32,650.39,120210.23,295070.62,0.0,421242.56,50345.74,,,566.0,8,1,200000.0,0.4058,0,0,0,0,0,0.0,0.0,1.0,2,580,385,6,0.3242,14900.0,Home Improvement,36,0,Property,18682.33,0.1818,501.09,0.0281,0,0,4.99
55,2,Bachelor,Married,Mortgage,3.7,Great Plains,2,Full-Time,,Self,Technical,136231.58,19547.53,0.0,19547.53,0,6.3,8778.01,7978.22,,,,235713.17,92174.74,0.0,,382.0,9,4,57847.82,0.0277,0,0,0,0,0,0.0,0.0,0.0,2,382,176,6,0.2584,26200.0,Debt Consolidation,84,0,None,,0.1923,1487.87,0.0761,1,1,4.99
51,1,HS Diploma,Single,Rent,28.3,Mountain West,1,Full-Time,1.6,Corporate,Professional,50849.71,18030.12,0.0,18030.12,1,1.0,9116.26,7977.36,16828.23,,0.0,33921.85,,0.0,,225.0,9,1,88976.56,0.4417,0,0,0,0,0,0.0,1.0,1.0,1,225,82,9,0.1789,18400.0,Personal,60,0,None,,0.3619,1824.03,0.1012,0,1,6.34
21,1,HS Diploma,Married,Mortgage,0.0,Midwest,0,Full-Time,3.0,Corporate,Service,77009.24,50000.0,0.0,50000.0,1,3.0,5218.78,1277.06,0.0,484506.63,,498369.2,0.0,0.0,,192.0,9,3,59176.74,0.2765,0,0,0,0,0,0.0,1.0,4.0,5,192,167,5,0.1912,33200.0,Debt Consolidation,12,1,Property,42140.41,0.4311,302.2,0.006,1,2,4.99
60,1,No Diploma,Married,Mortgage,10.5,Midwest,1,Self-Employed,0.8,Corporate,Management,28603.64,21268.1,0.0,21268.1,1,0.8,36711.22,2249.92,91269.0,0.0,61490.15,191720.29,0.0,36505.75,,580.0,11,7,18625.48,0.4204,0,0,0,0,0,1.0,5.0,1.0,2,580,390,8,0.4613,11600.0,Auto,12,0,None,,0.4055,684.02,0.0322,0,3,6.33
30,2,HS Diploma,Single,Mortgage,5.5,Northwest,0,Full-Time,3.0,Government,Service,18947.86,18478.22,0.0,18478.22,0,2.3,5115.24,1219.12,0.0,0.0,0.0,6334.36,0.0,0.0,0.0,108.0,7,1,72256.11,0.3474,1,1,0,0,0,1.0,3.0,3.0,6,184,100,5,0.1514,4600.0,Medical,60,1,None,,0.2428,264.8,0.0143,0,3,6.87
24,2,HS Diploma,Single,Living with Family,1.4,Southeast,1,Retired,9.8,Self,Professional,18530.66,11275.62,0.0,11275.62,1,4.8,4634.94,937.17,0.0,0.0,28563.35,34135.46,,14060.95,0.0,50.0,9,3,39307.6,0.7223,3,1,1,1,1,1.0,0.0,3.0,5,50,38,5,0.2315,21300.0,Education,48,0,None,,1.1494,1496.17,0.1327,1,4,26.63
59,3,Bachelor,Married,Mortgage,11.8,Mountain West,1,Full-Time,1.0,Non-Profit,Management,76392.69,50000.0,0.0,50000.0,1,0.3,20102.54,1754.91,45212.26,0.0,,86640.29,0.0,6844.29,,583.0,12,4,39970.55,0.5943,0,0,0,0,1,1.0,1.0,2.0,3,583,366,12,0.1676,19800.0,Other,48,0,Other,24276.49,0.2592,313.73,0.0063,0,3,4.99
21,2,HS Diploma,Divorced,Mortgage,1.9,Alaska/Hawaii,2,Full-Time,0.6,Non-Profit,Professional,29515.49,25998.19,,25998.19,1,0.2,6831.59,3261.99,0.0,207098.26,21569.73,238761.57,0.0,,,156.0,6,4,12377.57,0.5998,0,0,0,1,0,1.0,2.0,1.0,3,178,108,4,0.6442,25300.0,Debt Consolidation,48,0,Property,24874.18,0.8572,3462.63,0.1332,0,4,12.12
37,1,HS Diploma,Married,Rent,3.1,Pacific Coast,0,Full-Time,9.0,Corporate,Professional,21972.86,49054.5,0.0,49054.5,0,5.3,2322.29,1267.98,0.0,,,15753.45,,,104744.72,523.0,8,3,30075.85,,0,0,0,0,0,1.0,2.0,0.0,0,530,359,7,0.0311,13700.0,Personal,36,0,None,,0.6235,544.94,0.0111,1,3,6.33
39,2,Master,Married,Own,2.2,Mid-Atlantic,2,Full-Time,1.8,SME,Service,207930.88,31374.38,0.0,31374.38,1,0.3,11206.25,8662.0,273247.2,694541.78,74198.23,1061855.46,0.0,,0.0,257.0,7,3,49830.54,0.2969,0,0,0,0,0,0.0,0.0,2.0,5,332,173,5,0.1022,17900.0,Debt Consolidation,84,0,Property,70459.78,0.0861,807.46,0.0257,0,1,4.99
39,3,Bachelor,Married,Rent,1.2,Pacific Coast,2,Part-Time,11.1,Corporate,Management,54924.19,18680.6,,18680.6,0,5.7,13561.1,6640.79,,,0.0,79708.72,,,0.0,88.0,7,2,46549.25,0.4457,1,0,0,1,0,0.0,0.0,1.0,4,93,78,5,0.6607,5100.0,Debt Consolidation,36,0,None,,0.0929,452.8,0.0242,0,4,4.99
58,0,Some College,Married,Rent,2.5,Mid-Atlantic,0,Full-Time,,Corporate,Professional,91541.7,19928.31,,19928.31,0,2.6,90878.82,13707.11,139630.26,,29013.01,273229.2,,,,558.0,9,3,14854.02,,0,0,0,0,0,0.0,0.0,0.0,1,558,342,9,0.3843,12700.0,Debt Consolidation,48,0,Other,29412.8,0.1387,501.71,0.0252,0,0,5.59
46,0,HS Diploma,Single,Mortgage,5.8,Southeast,0,Unemployed,2.9,Corporate,Sales,46256.21,26603.44,8000.0,34603.44,0,2.3,5376.88,2529.32,,99730.57,18521.08,201465.33,58355.8,0.0,,344.0,8,3,36566.63,0.5559,1,0,0,0,1,0.0,0.0,3.0,5,344,221,7,0.2165,6800.0,Other,48,1,Vehicle,15675.29,0.147,696.02,0.0201,1,2,4.99
43,2,Bachelor,Married,Rent,1.4,Great Plains,1,Self-Employed,1.3,Corporate,Manual,181052.61,27612.49,0.0,27612.49,0,0.6,25340.64,32749.44,130794.82,,,188884.9,0.0,0.0,0.0,272.0,8,2,42825.79,0.2995,0,0,0,0,0,0.0,1.0,2.0,4,272,148,8,0.1171,42300.0,Other,12,0,Vehicle,0.0,0.2336,812.23,0.0294,0,0,4.99
44,0,Master,Single,Rent,1.5,Midwest,0,Full-Time,5.1,Non-Profit,Management,144521.55,40659.28,0.0,40659.28,1,1.3,27173.38,4585.6,159414.35,,0.0,191173.33,,0.0,,463.0,9,5,19030.65,0.4861,0,0,0,0,0,0.0,0.0,1.0,1,463,203,9,0.5144,10300.0,Home Improvement,12,0,None,,0.0713,1210.56,0.0298,0,0,7.76
21,1,No Diploma,Married,Rent,0.1,Southwest,0,Full-Time,4.3,Corporate,Sales,48013.09,12687.83,0.0,12687.83,0,4.3,7410.84,1428.42,,,25698.88,87438.8,0.0,10744.11,,42.0,9,4,62817.75,0.0258,0,0,0,0,0,0.0,0.0,2.0,7,42,32,3,0.0975,3900.0,Debt Consolidation,36,1,Other,73668.48,0.0812,444.83,0.0351,0,2,8.67
43,0,Some College,Single,Mortgage,2.2,Great Plains,0,Retired,1.1,SME,Technical,182473.9,50000.0,,53305.54,1,0.9,70618.16,14272.84,52697.45,225737.22,,373307.57,0.0,6672.13,0.0,406.0,8,2,,0.5299,0,0,0,0,0,0.0,1.0,3.0,4,406,266,7,0.291,20800.0,Home Improvement,36,1,Vehicle,0.0,0.114,238.16,0.0045,0,0,5.18
46,4,PhD,Single,Own,9.7,Southeast,0,Self-Employed,4.3,SME,Management,51674.47,14065.51,,14065.51,0,0.3,87307.6,8077.18,76254.48,170562.78,,362246.85,,12719.36,,146.0,4,1,12476.31,0.5216,0,0,0,0,0,0.0,0.0,0.0,0,336,205,4,0.5913,6200.0,Education,84,0,Property,6410.37,0.12,1345.78,0.0957,0,3,4.99
45,0,Bachelor,Married,Mortgage,1.6,Great Plains,0,Self-Employed,4.1,Corporate,Management,62767.68,18140.48,0.0,18140.48,0,1.7,7491.87,2411.23,17135.52,431971.35,27215.91,486225.88,84769.28,0.0,0.0,440.0,7,3,40336.11,0.2604,0,0,0,0,0,0.0,0.0,0.0,1,466,340,5,0.2422,8700.0,Education,84,0,None,,0.1386,481.14,0.0265,0,1,8.78
48,2,Bachelor,Married,Rent,1.6,Midwest,0,Full-Time,6.3,Self,Manual,27725.67,10988.63,647.09,11635.72,0,2.9,4290.5,3194.17,0.0,,,51462.39,0.0,14082.2,,513.0,6,2,10820.27,0.2699,0,0,0,0,0,0.0,0.0,0.0,1,570,388,6,0.2055,20900.0,Personal,36,0,None,,0.7538,234.67,0.0202,0,1,7.52
25,3,Bachelor,Married,Living with Family,3.8,Northeast,0,Full-Time,6.4,Corporate,Technical,39300.39,13951.16,,14182.2,1,2.4,2774.95,9351.51,,0.0,10813.51,22939.97,0.0,0.0,0.0,12.0,7,2,20848.79,0.7468,3,0,0,1,2,2.0,4.0,2.0,2,30,21,5,0.0468,8400.0,Personal,60,1,None,,0.2137,413.62,0.0292,1,4,19.06
30,1,Some College,Single,Mortgage,1.0,Northeast,1,Full-Time,4.3,Corporate,Management,47852.32,17103.22,0.0,17103.22,0,3.2,2864.0,7313.08,0.0,157245.18,,184933.63,,,,133.0,11,3,,0.2651,1,1,0,0,1,0.0,0.0,2.0,2,133,70,8,0.1136,14300.0,Auto,60,0,None,,0.2988,1374.32,0.0804,1,3,4.99
27,1,Bachelor,Married,Mortgage,3.1,Southwest,1,Full-Time,1.4,Corporate,Service,38786.03,19584.18,0.0,19584.18,1,0.4,6712.92,2969.34,0.0,61653.99,,89893.94,40747.92,0.0,28657.42,460.0,13,3,200000.0,0.2937,0,0,0,0,0,0.0,0.0,1.0,4,460,231,7,0.1363,1200.0,Auto,60,0,Property,10821.12,0.0309,373.31,0.0191,0,0,4.99
25,0,HS Diploma,Married,Mortgage,1.3,Mid-Atlantic,0,Unemployed,1.5,SME,Sales,37909.91,45634.24,0.0,45634.24,1,1.5,5506.1,3040.07,,,,16035.47,0.0,0.0,0.0,131.0,7,2,59771.53,0.4707,0,0,0,0,1,0.0,0.0,1.0,2,131,117,5,0.4064,21300.0,Medical,36,0,Vehicle,0.0,0.5619,917.4,0.0201,0,3,5.89
40,2,Some College,Married,Mortgage,1.9,Great Plains,2,Full-Time,2.4,Corporate,Technical,47099.2,20732.13,0.0,20732.13,1,1.1,5839.0,3611.6,0.0,0.0,,13148.12,0.0,,0.0,299.0,9,3,30440.99,0.6388,0,0,0,0,1,1.0,0.0,4.0,4,299,174,8,0.0452,31700.0,Medical,36,0,None,,0.673,1393.27,0.0672,0,3,9.08
42,2,Some College,Single,Mortgage,1.6,Mid-Atlantic,0,Self-Employed,1.3,Corporate,Management,55592.27,16327.91,0.0,16327.91,1,1.0,24747.22,6959.01,0.0,282113.26,,313819.49,,0.0,0.0,408.0,9,3,60132.82,0.547,1,0,0,0,0,0.0,,1.0,1,427,308,6,0.5625,50400.0,Medical,12,0,Savings Account,27570.2,0.9066,638.54,0.0391,0,3,10.62
53,1,Some College,Single,Mortgage,6.0,Southeast,0,Unemployed,19.5,Corporate,Technical,22646.89,28218.87,1127.76,29346.63,1,9.5,8744.35,2557.11,2377.43,0.0,12518.19,26197.08,115925.97,0.0,,189.0,7,4,4406.22,0.6874,2,2,2,1,0,0.0,0.0,2.0,2,209,139,7,0.3084,7600.0,Debt Consolidation,36,0,None,0.0,0.3356,228.44,0.0078,1,4,35.99
44,1,HS Diploma,Married,Mortgage,13.785,Great Plains,1,Full-Time,0.2,Government,Sales,41290.08,13282.93,0.0,13282.93,0,0.2,9347.84,3922.03,18334.1,169705.1,18885.48,220194.55,,0.0,4358.06,498.0,10,2,97911.32,0.4335,0,0,0,0,0,0.0,0.0,0.0,0,498,171,8,0.3405,14200.0,Auto,48,1,Property,36176.92,0.3439,1216.04,0.0915,0,0,6.66
60,1,No Diploma,Divorced,Mortgage,8.8,Pacific Coast,1,Self-Employed,12.0,Corporate,Professional,25836.46,35111.99,,38036.22,1,7.9,3875.03,2863.96,,0.0,0.0,6738.99,0.0,,,545.0,8,3,25933.79,0.4192,0,0,0,0,0,0.0,0.0,1.0,3,545,338,8,0.3033,3500.0,Debt Consolidation,12,1,None,,0.1355,144.98,0.0038,0,0,8.83
46,1,Master,Single,Mortgage,4.6,Midwest,1,Full-Time,13.5,Government,Service,103366.63,18818.52,0.0,18818.52,1,3.9,6539.69,3906.82,0.0,,54946.77,275837.78,0.0,,,249.0,5,3,65473.16,0.2633,0,0,0,0,0,0.0,0.0,3.0,4,432,268,2,0.2697,33700.0,Auto,36,1,None,,0.326,897.24,0.0477,0,1,4.99
50,1,Some College,Widowed,Rent,18.6,Pacific Coast,1,Full-Time,2.6,Corporate,Management,42007.55,50000.0,1729.19,51729.19,1,1.2,44728.07,1385.4,0.0,,78758.92,124872.39,0.0,21522.35,,451.0,9,2,44155.54,0.2202,0,0,0,0,0,0.0,0.0,0.0,1,451,217,9,0.3339,16500.0,Home Improvement,48,0,None,0.0,0.3928,833.95,0.0161,1,0,4.99
46,1,Bachelor,Married,Rent,0.7,Alaska/Hawaii,1,Full-Time,12.3,Government,Sales,71671.82,28840.91,,33217.3,1,8.6,27586.0,5510.1,0.0,0.0,38000.0,71096.1,,5516.27,,265.0,6,5,17481.85,0.2932,0,0,0,0,1,1.0,0.0,1.0,2,403,287,3,0.3421,9300.0,Auto,60,0,None,,0.1298,1890.12,0.0569,0,3,7.03
34,2,HS Diploma,Married,Mortgage,0.9,Southwest,0,Full-Time,0.1,Self,Professional,148351.86,33227.77,0.0,33227.77,1,0.1,94443.61,5817.08,133603.42,227869.18,16474.38,478207.67,,0.0,,246.0,8,4,54723.6,0.0597,0,0,0,0,0,0.0,0.0,,2,307,162,5,0.3574,19200.0,Debt Consolidation,24,1,Property,19109.57,0.1294,1340.9,0.0404,0,0,5.32
31,1,HS Diploma,Divorced,Mortgage,1.6,Northeast,0,Full-Time,0.9,Self,Management,206745.31,39012.55,0.0,39012.55,0,0.9,18202.54,24182.17,163392.8,143668.39,0.0,349445.9,184690.59,0.0,,173.0,7,3,130565.05,0.3613,0,0,0,0,0,0.0,0.0,3.0,3,294,213,2,0.4868,22700.0,Home Improvement,84,0,None,,0.1098,3980.83,0.102,1,2,8.06
49,1,Master,Single,Mortgage,3.6,Northwest,0,Full-Time,22.4,SME,Manual,32125.69,11138.8,,13913.38,1,10.4,653.75,1588.35,,,20961.4,93990.2,0.0,14559.12,,340.0,10,4,13825.06,0.3521,0,0,0,0,1,1.0,1.0,1.0,2,340,203,9,0.6774,27000.0,Education,36,0,None,,0.8404,1111.08,0.0799,1,4,8.17
34,0,Some College,Single,Living with Family,6.7,Northeast,0,Unemployed,3.9,Government,Technical,163203.43,39595.54,,40266.8,1,2.9,16956.73,3381.57,,,0.0,35652.48,,0.0,0.0,86.0,8,1,56778.85,0.1318,0,0,0,0,0,0.0,0.0,2.0,3,86,34,6,0.2444,11200.0,Business,84,1,Savings Account,23300.45,0.0686,396.2,0.0098,0,0,6.56
49,2,No Diploma,Single,Mortgage,1.6,Pacific Coast,2,Full-Time,,SME,Technical,33312.0,25145.9,0.0,25145.9,0,2.0,9459.68,651.03,116249.36,,,347298.9,0.0,,,453.0,11,6,18856.43,0.6334,0,0,0,0,0,1.0,0.0,4.0,6,453,207,8,0.0869,48600.0,Medical,60,0,Vehicle,12591.72,1.4589,1520.25,0.0605,1,2,5.08
22,0,HS Diploma,Single,Rent,0.7,Southeast,0,Unemployed,1.0,Corporate,Service,33351.56,15447.46,0.0,15447.46,0,0.6,691.27,2819.86,,,20307.4,23818.53,,22102.03,0.0,108.0,7,3,17326.48,0.0834,0,0,0,0,0,0.0,0.0,0.0,2,131,55,5,0.3681,2500.0,Education,60,1,Property,,0.075,603.13,0.039,0,1,4.99
41,1,No Diploma,Divorced,Rent,4.5,Southeast,1,Retired,3.9,Government,Professional,15000.0,8472.04,0.0,8472.04,0,3.9,417.84,167.41,15533.16,,0.0,16118.41,,0.0,,293.0,5,0,30723.23,0.5138,0,0,0,0,0,1.0,0.0,2.0,5,320,179,5,0.1764,35000.0,Personal,36,0,None,,2.3333,1244.35,0.1469,1,3,4.99
